investigation_id,claim_id,status,priority,reason,final_decision
INV000260,CL011287,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV000261,CL007888,IN_PROGRESS,HIGH,multiple previous claims on record,
INV000262,CL014733,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV000263,CL029089,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV000264,CL018680,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV000265,CL006037,IN_PROGRESS,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV000266,CL010568,CLOSED,MEDIUM,policy created shortly before incident,APPROVE
INV000267,CL011414,IN_PROGRESS,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; repair shop has an elevated historical investigation rate,
INV000268,CL006692,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV000269,CL028473,CLOSED,HIGH,short interval since previous claim,INVESTIGATE_FURTHER
INV000270,CL025965,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,
INV000271,CL020436,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV000272,CL023839,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV000273,CL004892,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV000274,CL027899,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV000275,CL003456,CLOSED,HIGH,multiple previous claims on record,APPROVE
INV000276,CL021742,CLOSED,MEDIUM,claim amount high relative to vehicle value; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV000277,CL012696,IN_PROGRESS,MEDIUM,anomalous pattern flagged by risk model,
INV000278,CL006500,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV000279,CL005568,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV000280,CL007507,CLOSED,LOW,anomalous pattern flagged by risk model,APPROVE
INV000281,CL028013,CLOSED,HIGH,claim amount high relative to vehicle value; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV000282,CL009024,CLOSED,LOW,policy created shortly before incident; short interval since previous claim,APPROVE
INV000283,CL004785,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV000284,CL010434,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,REJECT
INV000285,CL018552,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV000286,CL028040,CLOSED,HIGH,anomalous pattern flagged by risk model,APPROVE
INV000287,CL021734,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV000288,CL020562,CLOSED,HIGH,policy created shortly before incident; repair shop has an elevated historical investigation rate,APPROVE
INV000289,CL011179,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV000290,CL015873,CLOSED,MEDIUM,policy created shortly before incident; short interval since previous claim,INVESTIGATE_FURTHER
INV000291,CL018263,CLOSED,MEDIUM,repair shop has an elevated historical investigation rate,APPROVE
INV000292,CL010157,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV000293,CL007921,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; repair shop has an elevated historical investigation rate,
INV000294,CL009236,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV000295,CL010380,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV000296,CL023989,CLOSED,MEDIUM,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,APPROVE
INV000297,CL023544,CLOSED,HIGH,policy created shortly before incident; claim amount high relative to vehicle value; short interval since previous claim,REJECT
INV000298,CL006265,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,APPROVE
INV000299,CL002057,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV000300,CL021279,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV000301,CL024727,CLOSED,MEDIUM,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,REJECT
INV000302,CL024653,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV000303,CL016292,CLOSED,LOW,short interval since previous claim,INVESTIGATE_FURTHER
INV000304,CL023759,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV000305,CL000795,CLOSED,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; short interval since previous claim,APPROVE
INV000306,CL005765,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV000307,CL017022,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,REQUEST_DOCUMENTS
INV000308,CL023570,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV000309,CL017158,IN_PROGRESS,MEDIUM,policy created shortly before incident; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV000310,CL025040,CLOSED,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value,REQUEST_DOCUMENTS
INV000311,CL015428,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV000312,CL018041,IN_PROGRESS,HIGH,short interval since previous claim,
INV000313,CL009621,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV000314,CL023879,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV000315,CL026347,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV000316,CL015837,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; repair shop has an elevated historical investigation rate,
INV000317,CL006936,CLOSED,LOW,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,APPROVE
INV000318,CL020682,IN_PROGRESS,HIGH,policy created shortly before incident; repair shop has an elevated historical investigation rate,
INV000319,CL004422,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV000320,CL010346,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REJECT
INV000321,CL018449,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV000322,CL022195,CLOSED,LOW,policy created shortly before incident,REJECT
INV000323,CL008711,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REJECT
INV000324,CL029073,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV000325,CL029076,CLOSED,HIGH,policy created shortly before incident; claim amount high relative to vehicle value; short interval since previous claim,APPROVE
INV000326,CL007849,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,APPROVE
INV000327,CL019562,IN_PROGRESS,HIGH,anomalous pattern flagged by risk model,
INV000328,CL029363,CLOSED,HIGH,short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV000329,CL018693,IN_PROGRESS,HIGH,claim amount high relative to vehicle value,
INV000330,CL023428,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV000331,CL018983,CLOSED,MEDIUM,claim amount high relative to vehicle value; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV000332,CL007997,CLOSED,MEDIUM,multiple previous claims on record,REQUEST_DOCUMENTS
INV000333,CL012237,CLOSED,MEDIUM,repair shop has an elevated historical investigation rate,APPROVE
INV000334,CL008969,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV000335,CL013131,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV000336,CL005776,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV000337,CL005027,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV000338,CL012765,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV000339,CL025809,CLOSED,MEDIUM,claim amount high relative to vehicle value,INVESTIGATE_FURTHER
INV000340,CL016372,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV000341,CL008491,CLOSED,MEDIUM,claim amount high relative to vehicle value,APPROVE
INV000342,CL025133,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV000343,CL013600,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV000344,CL021614,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
